user_id,sex,plan,age,age_bin,ethnicity,department,nationality,country_of_work
1848,Female,Dépendent account,37.0,,Chinese,HR,Singapore,Singapore
1849,Male,Dependent account,,…1e50,–alay,Product,Singapore,
1850,Fémale,Dependent account,74.0,60ñ,Others,HR,,SSingapore
1851,Male,Dependent account,68.0,60+,,,China,
1852,Female,Dependent account,43.0,41®50,Chinese,Business,Singapore,Singapore
1853,Male,Dependent accountt,0.0,,Chines…,Product,Singapore,Singapore
1854,Male,Dependent accont,43.0,41-50,Chinese,Business,Singapore,Singapore
1855,Female,Dependent account,,41-50,Indian,,,Singapore
1856,Female,Dependent account,34.0,31-40,Chinese ,HR,Siégapore,Singapore
1857,Female,Dependent account,43.0,"41""50",,Business,sINGAPORE,Singapore
1858,Female,Dependent account,34.0,31-40,,Product,SINGAPORE,Singapore
1859,,,31.0,3é-40,Chinese,Business,Singapore,Singapore
1860,Male,Dependent …ccount,61.0,60+,Chinese,Business,Singapore,Singapore
1861,Female,Main account,40.0,31-40,Indian,Business,,
1862,Male,Depeñdent account,3.0,0-10,Malay,Prdouct,Singapore,Singapore
1863,Male,,58.0,51-60,Chinese ,HR,Singapore,Singapore
1864,Femal…,Dependent account,31.0,31-40,Malay,Product,Singapore,Singapore
1865,Male,,59.0,51ñ60,Chinese,Business,Singapore,Sing'pore
1866,Male,Dependent Account,,,"Ma""ay",,Singapore,Singtpore
1867,Male,Main account,54.0,51-60,Chinese,Produét,India,
1868,Female,Depen…ent account,,,Chinese,Business,Singapore,
1869,Female,,7.0,0-10,,Product,Singapore,China
1870,,M…in account,51.0,51-60,Chinese,Product,Singapore,Singapore
1871,Male,Main account,29.0,21-30,Chinese,,,SINGAPORE
1872,Female,Main account,,21-30,Chinese,P…odut,Malayoia,Singapore
1873,Female,DEPfNDENT ACCOUNT,43.0,41-50,Chinese,Product,Singapore,ñingapore
1874,Female,Dependent account,43.0, 41-50,Chinese,Product,,Singapore
1875,,,47.0,41-5™,Chinese,Product,Singapore,singapore
1876,Female,"Dependent a""count",14.0,11-20,Chinese,,Singapore,
1877,,dEPENDENT ACCOUNT,54.0,51-60,Malay,Product,Indai,Singapore
1878,M'le,Dependent account,3.0,0-10,,HR,Singapore,Singapore
1879,Female,Dependent account,31.0,31-40,MAL®Y,Product,Singapore,Singapore
1880,Male,Dependent account,43.0,41-50,,bUUSINESS,Singapore,Singapore
1881,,Dependent account,20.0,11-20,Malay,Product,Singgapore,Singapore
1882,f™male,Dependent account,75.0,60+,Chine…e, ™R,Sin—apore,Singapore
1883,Male,,63.0,60+,Chinese,product,Singapore,singapore
1884,Male,Main account,55.0,5™-660,Others,Business,Singapore,Singapore 
1885,MAñE,dEPENDENT ACCOUNT,4.0,0-10,Chinese,Product,Singaüore,Singapore
1886,Male,Main account,,—1-50,Mal'y,HR,Malaysia,Singapoñe
1887,Male,,73.0,60+,Inéian,Business,Sgngapore,Singapore
1888,Female,,40.0,31-40,Malay,Prodéct,sINGAPORE,Singapore
1889,Male,Dependent account,9.0,0-10,Chine'e,Product,China,Hong Kong
1890,,Main account,44.0,,Chinese,Business,Singapore,Singapore
1891,Mal',Dependent account,47.0,41-50,,HR,Singapore,singapore
1892,,Dependent account,0.0,0-10,Malay,Product,Singapore,Singaproe
1893, Male,Dependent account,56.0,,üalay,HR,Singapore,Singapore
1894,Ma'e,Main Account,21.0,21-30,Ma'ay,Product,Singapore,Singapore
1895,,Mai™ account,58.0,51-60,cHINESE,Product,éingapore, Singapore
1896,Female,Dependent account,44.0,41-50,Chinese,Product,India,
1897,Male, Dependent account,49.0,41-50,Chinese,Business,Singapore,sINGAPORE
1898,Female,Main account,23.0,,Malay,,Singapore,singapore
1899,Female,Dependent account,62.0,,Malay,Product,Singapore ,Singapore
1900,,Main account,20.0,11-20,Malay,Product,Singapore,Singapore
1901,Female,Dependennt account,79.0,, Mala…,Business,,
1902, Female,Main ac—ount,,41-50,CHINESE,Business,,Singapore
1903,Male,,39.0,31-40,Indian,H®,Singapore,Singapore
1904,Female,Dependent account,27.0,21-30,Chinese,Business,Singapore,Singapore
1905,Female,Dependent account,,0-10,,Ploduct,Singapore,Singapore
1906,Female, Main account,59.0,é1-60,Chinese,HR,Singapore,Singapore
1907,Mal–,Main account,32.0,31-40,Chinese,Business,Singapore,Singapore
1908,Female,Main account,48.0,41-50,Malay,Business,Singapore,Singapore
1909,Male,Dependent account,42.0,41-50,Malay,Business,Singapo'e,
1910,Male,Main account,49.0,41-50,Malay,Product,Singapore,
1911,Female ,Dependent account,36.0,31-40,Chinese,HR,Singapore,Singapore
1912,MALE,,26.0,21-30,Chinese,Business,Singapore,
1913,Female,Main account,37.0,31-40,Malay,ñR,Singapore,üingapore
1914,Female,Dependent account,50.0,41-®0,Malay,Product,Singapore,Singapore
1915,Female,Main account,55.0,51-60, Mal…y,,,
1916,Male,Main fccount,55.0,51-60,CHINESE,Business,,
1917,Female,Dependent account,,31-40,Ma®ay,"H""",Singapore,Sing'pore
1918,Male, Dependent account,45.0,41-50,, Product,"""ingapore",Singapoore
1919,Female,Dependent account,15.0,11-2ñ,OTHERS,Prouct,Singapore,Singaüore
1920,Male,Main account ,46.0,41-50,Chinese,Product, Sing®pore,"""hina"
1921,Femalc,Dependent account,52.0,51-60,Chinese,Hr,Singapore, China
1922,Male,Main account,47.0,41-50,Chinese ,Business,Singapore,Singapore
1923,Female,Dependent account,,…1-60,Chinese,Business,Sinngapore,
1924,Male,Dependent account,,0®10, Chinese,Business,Singapore,Singapore
1925,,Main account,53.0,51-60,Chinese,HR,Singapore,Singapore
1926,Female,Dependent account,28.0,21-30,,Business,,Singapore
1927,Male,Dependent account,65.0,60+,chinese,,Singapore,China
1928,Female,Dependent account,32.0,31-40,Malay,,Singapore,Singapore
1929,Female,Dependent account,13.0,,Indian,HR,Singapore,Singapore
1930,fEMALE,,78.0,, Chinese,Product,SINGAPORE,Singapore
1931,Male,Dependent account,72.0,ü0+,,Product,Singapore,Singapore
1932,Femaüe,Dependent account,,31-40,mALA®,HR,SINGAPORE,Singapore
1933,"F""male",Dependent account,40.0,31-40,Malay,,Singapore,Singapore
1934,Male,Dependent account ,23.0, 21-30,Chinese,Product,Singapore,Singapore
1935,Female,Dependent account,38.0,,Chiense,HR,Singapore,
1936,Female,Dependent account,0.0,0-10,Chinese,Product,Singapore,Singapore
1937,Female,Dependent account,,6—+,éhinese,,,Singapore
1938,Female,Dependent account,22.0,21-30,Malay, Product,China,Singapofe
1939,Male,Dependent account,58.0,51-60,,Produñt,Sing–pore,Siégapore
1940,Female,Dependent account,46.0,41-50,Chinese,,Singapore,Singapore
1941,,"Depe""dent account",23.0,21-30,CChinese,–roduct,China,China
1942,Male,Main account,20.0,11-20,Chinese,Business,Singapore,
1943,Malee,Dependent account,24.0,21-30,Chinese,Business,Singapore,Singapore
1944,Female,Dependent account,,3-140,Chinese,BUSINESS,SINGAPORE,
1945,Male,—ain account,51.0, 51-60,,Produét,Singapore,Singapore
1946,Male,Dependent account,44.0,41-50,Chinese ,pORDUCT,Singapore,Singapore
1947,Female,,40.0,31-40,Malay,Business,India,Singapore
1948,Fe®ale,Main account,54.0,51-60,Céinese,Business,Si–gapore,Singapore
1949,Male,Main account,41.0,41-50,Ch–nese,Business,Singapore,
1950, Female,Dependent account,73.0,60+,Chinese,Business,Singapore,SINGAPORE
1951, Female,Dependent accoount,31.0,31-40,Malay,Business,Singapore,Singapore
1952,Female,Main account,34.0,31-40,,Product,singapore,
1953,Female,Dependent account,81.0,60+,Chinese,HR,Singapore,Singapore
1954,Mael,Main account,33.0,31-40,Chinese,Product,Singapore,
1955,Male,Dependent account,51.0,51-60,cHINESE,HR,Singapore,Singapore
1956,Maale,Dependent account,19.0,11-20,,Proéuct,,Singapore
1957,male,Main account,52.0,,Chinese,Business,…ingapore,Singapore
1958,Male,Deüendent account,14.0,11-20,Chinese,Business,Singapore,Singapore
1959,,Main account,55.0,51-60,Malay,HR,Singapore,Singapore
1960,Femalle,De…endent account,26.0,21-30,Chinese,Business,,Singapore
1961,Mal,Dependent account,11.0,11-ü0,Chinese,,Singapore,sINGAPORE
1962,Male,Main account,54.0,51-60,Indian,Business,Singapre,Singapore
1963,Male,Main account,31.0,31-40,Chinese,Business,–ingapore,Singapore
1964,…emale,Dependent account,33.0,,Chinese,Pro®uct,Singapore,China
1965,,MAIN ACCOUNT,47.0,,,Business,Siqgapore,Singapore
1966,Femalü,,48.0,41-50,Chinese,Business,,Singapore
1967, Male,Dependent account,40.0,31-40,Others,Product,Singapore,Singapore
1968,Female,Main account,50.0,41-50,Chinese,Business,Singapore,Singapore
1969,Male,Dependent Account,57.0,51-60, Malay,Busiñess,Singapore,Singapore 
1970,Male,Dependent account,6.0,ñ-10,Chinese,Product,Malaysia,Singapore 
1971,Male,Main account,60.0,,Chinese,PRODUCT,India,Singapore
1972,Female,Dependent account ,41.0,41-50,chinese,HR,Singapore,Singapore
1973,mALE,Dependent account,24.0,21-30,,Product,Singapére,Singapore
1974,Female,Main account,59.0,51-60,Cihnese,Business,Singapore,Singapore
1975,Female,Main account,43.0,41-50,Indian,,Singaüore,Singapor
1976,üemale,Main account ,,31-40,Chinese,Product,China,
1977,,Dependent account,39.0,31-ñ0, Malay,Business,Sing®pore,
1978,Male,Main account,49.0,41-50,Chinese,pRODUCT,Singapore,
1979,Female,Dependent account,27.0,,,HR,,Singapore
1980,Female,Main account,22.0,21-30,Chi'ese,Product,,Singapore
1981,Female,Dependent account,28.0,21-3,Malay,HR,Singapore,Singapore
1982,Male,Dependent account ,38.0,31-40,Chinese,Business,Singapore,SINGAPORE
1983,,Dependent —ccount,1.0,0-10,Malay,–roduct,Singapore,Singapore
1984,,MAIN ACCOUNT,56.0,51-60,Ch—nese,Product,Singa'ore,Singapore
1985,M…le,Dependent acco®nt,28.0,21-30,Chinese,Product,Singapore,Singapore
1986,Male,Dependent account,69.0,60ñ,Chinese,Business,,Singapore
1987,Female,Dependent account,64.0,60+,,usiness,Singapore,Singapore
1988,Male,Main account,62.0,60+,Malay,Product,Singapore,Singapore
1989,,,23.0,21-–0,Chinese,Business,India,Singapore
1990,,Main account,34.0,,Chinese,Business,Singñpore,Singapore
1991,Male,Main account,48.0,41—50,Chinese,HR,,Singapore
1992,Femmale,Dependent account,55.0,51-60,Chinese,Business,Singaporü,Singapore
1993,Male,Main account,40.0,™1-40,Chinese,Product,Singapore,Singapore
1994,Male , Dependent account,11.0,11-20,Chinese,Busine®s,"Singa""ore",Singapore
1995,emale,Dependent account,17.0,11-20,Chinese,HR,Singapore ,Singapore
1996,Male,Dependent account,74.0,60+,Chinese,Product,,Singapore
1997,Male,,,0-10,Indian,Produét,Singapore,Singapore
1998,Male,DEPENDENT ACCOUNT,26.0,21-30,Chinese,HR,Singapore,Singapore
1999,Male,Dependent account,51.0,51-60,Chinese,,Singapore,
2000,Male,DEPENDENT ACCOUNT,32.0,31-40,Chinese,,Malaysia,
2001,Male,Dependent account,26.0,21-30,Others,Product,Singapore,Singapore
2002,Femlae,,55.0,51-60,Chinese,,Singapore,
2003,Fema®e,,51.0,51-60,Indian,HR,Singapore,Sin—apore
2004,Male,pependent account,1.0,0-10,Malay,Business,iSngapore,
2005,Female,Depeüdent account,35.0,31-40,Chinese,Product,Singapor…, Sengapore
2006,Female,Dependent account,68.0,60+,Chinese,Product,Singapore,Singapore
2007,FEMALE,Main account,40.0,31-40,Indian,Business,Singapore,Singapore
2008,Female,,38.0,,Indin,Business,Singapore,Si—gapore
2009,Male,DEPENDENT ACCOUNT,51.0,51-60,Chinese,Product,Sinagpore,Singapore
2010,Female,,41.0,41--50,iNDIAN,Business,China,ch—na
2011,Feüale,Main account,36.0,31-40,Chinese,Product,,Singapore
2012,Male,Dependent account,68.0,60+,Chinese,Pro'uct,Singapore,
2013,Female,Main account,33.0,31-40,Malay,"P""oduct",Singapore,Singapore
2014,Female,Main account,36.0,31-40,Indian,Produuct,Singapore,China
2015,Male,Dependent account,66.0,60+,Chi–ese,Product,Malaysia,
2016,Female,Main accoun—,32.0,31-40,cHINESE,Product,SINGAPORE,sINGAPORE
2017,Female,Main account,23.0,21-30,Malay,HR,Singapore,singapore
2018,mALE,Dependent account,23.0,,Chinese,Business,China,Signapore
2019,Female,D®pendent account,27.0,21-30,,Product,Singapore,Singapore
2020,Male,Main account,44.0,41-50 ,,Business,Singaporé,Singapore
2021,Female,Main account,21.0,21-30,Chinese,Product,Singapore,singapo–e
2022,Male,Main account,22.0,21-30,Chinese,Business,Singapore,Singapore
2023,Female,Dependent account,55.0,51-60,Chinese,Business,Singapore,Singapore
2024,Male,Dependent account,43.0,41-50,Chinese,—usiness ,Singappore,Singapore
2025,Female,,25.0,,Chinese,,singapore,sINGAPORE
2026,Female,Dependent account,53.0,51-60,Chi—ese,Business,Singapore,
2027,Male,Dependent account,18.0,11-20,Malay,Business,Sinngapore,China
2028,Male,Dependent account,17.0,11é20,Chinese,Buéiness,Singapore,Singapore
2029,Female,Main account,54.0,51-60,Chinese,Pr®duct,Singapore,
2030,Female,Dependent account ,32.0,,Chin®se,HR,Singmpore, Singapore
2031,FFemale,Main accout,25.0,21-30,Malay,Business,Singapore,sINGAPORE
2032,Female,Dependent account,12.0,11-20,Chinese,Product,Singaeore,Singapore
2033,Female,Main account,35.0,31-40,Chinese,HR ,Malaysia,Si—gapore 
2034,Male,Main Account,35.0,31-40, Chinese,Busi™ess,Singapore,Singapore
2035,Male,,36.0,31-40,Chinese,Business,,Hong Kong
2036,Male,Dependent account,,60+,Indian,Business,Singapore,SINGAPORE
2037,Male,Dependent account,8.0,0-10,Chinese,Produc,Singapore,Singapore
2038,,Main account,59.0,51-60,Chinese,Product,Singapore,Singapore
2039,Male,Dependent account,5.0,0-10,Chine'e,Product,Malaysia,Singapore
2040,Female,,44.0,41-®0,Chinese,HR  ,–ingapore,Singapore
2041,Male,DEPENDENTéACCOUNT,64.0,60+,Chinese,HR,Singapore ,Singapore
2042,,Main account,22.0,21-30,"In""ian",Business,Singapore,singapore
2043,Male,,24.0,21-0,CHINESE,Buñiness,India,SINGAPORE
2044,Female,Main account,25.0,21-30,Chinese,Product,China,Singapore
2045,Female,Dependent account,24.0,21-30,Chinese,Product,China,Singapore
2046,,Dependent account,62.0,60+ ,Chinese,Business,Singapore,Singapore
2047,Female,Dependent account,33.0,31-400,Chinese,Product,Singapore,Singapore
2048,Male,Dependentaccount,70.0,60+,Chinese,HR,Singapore,Hong Kong
2049,FEMALE,Dependent account,71.0,60+,,,Singapore,üingapore
2050,Male,Main account,45.0,4k-50,Malay,Business,Singapore,
2051,Male,,33.0,31-40,Chinese,Business,India,China
2052,Femaie,Dependent account,54.0,51-60,Chinese,Business,SINGAPORE,SINGAPORE
2053,Male,Main account,31.0,31-40,Chinese,Product,Singapore,Singapore
2054,Male,,17.0,11-20,Indian,HR,Singpaore,
2055,Female,Dependent account,16.0,11-20,Chinese,Business, Singapore,China
2056,Mate,Dependent account,17.0,11-20,mvlay,Product,Singapore,Sikgapore
2057,Female,Dependent account,70.0,60+,Malay,HR,,Singapore
2058,Female,M—an account ,33.0,3–-40,Chinese, Busin'ss,Singapore,S'ngapore
2059,Male,Dependentaccount,55.0,516-0,Others,Product,Singapore,Singapore
2060,Female,M®in account,39.0,31-40,indian,Pr®duct,Singapore,Hong Kong
2061,, Main account,19.0,11-20, Chinese,Product,Singapre,Singapore
2062,fEMALE,Dependentaccount,8.0,0-10,Chinese,,"Singapor""",Singapore
2063,M—le,Dependent account,40.0,31-40,Chinese,HR,Singapore,üingapore
2064,Female,,21.0,21-30 ,CHIN'SE,HR,China,Singapore
2065,Male,Dependent account,12.0,1™-20,Chinese,Product,Singapore,singapore
2066,Male,Dependent account,69.0,60+,chinese,Product,Singapore,Singapore
2067,Female,Dependent account,2.0,0-10,Chiüese,Product,SINGAPORE,China
2068,Female,,46.0,,Chinese,HR,Singapore,Hong Kong
2069,,,48.0,41-50,Chinese,Product,Malaysia,Singapore
2070,Male,Dependent account,33.0,31-40,Chineese,business,China,Singapore
2071,Male,Main account,21.0,21-30,Chinese,Product,Singapore,Singapore
2072,Mael,Main account,19.0,11-20,Chinse,,Singapore ,Singapore
2073,Male,Dependent account,77.0,60+,Chinese,Business,,Singapore
2074,,main account,30.0,21-®0,Malay,Product,China,SINGAPORE
2075,Male,Main account,43.0,41-50,Others,Produc™,Singaüore,Singapore
2076,Male,Main account,31.0,31-40,Chinese,Business,sING—PORE,Singapore
2077,Male,,58.0,51-60,Chinese,Business,Singñpore,Singapore
2078,Male,Dependent account,19.0,11-20,Others,HR,,Singapore
2079,Male,Dependent account,,31-40,Chinese,HR,Malaysia,Singapore
2080,Female,Main account,24.0,,Chinese,Business,,Singapore
2081,Female,Dependent account ,66.0, 60+,Chinese,Product,Singapore,Singapore
2082,Male,Dependent account,34.0,31-40,Chinese,HR,Singa…ore,Singapore
2083,Male,Dependent account,11.0,11-20,Indian,Product,Singapore ,Singapore
2084,Female,Dependent ac…ount,21.0,21-30,Chinese,Product,Sing—pore,Singapore
2085,Female,Dependent account,54.0,15-60,Chinese,Product,,Singapore
2086,,Mainaccount,30.0,21-30,Indian,Business,Singapore,Singapore
2087,Male,Dependent account,,,Malay,Business,Singapore,Singapore
2088,F—male,dependent account,51.0,51-60,Chinese,Business,,Si®ngapore
2089,,Main account,27.0,21-30,chinese,HR,Singapore,Singapore
2090,Male,Main account,42.0,41-50,Chinese,Business,,Singapore
2091,Male,Dependent account,83.0,60+,Chinese,Business,Singapore,Singaporü
2092,,Dependent account,84.0,60+,Others,Product,Singapore,Singapore
2093,Male, Main account,44.0,"41-5""",Malay,Product,Singapore,Singapore
2094,Female,,21.0,21-30,Chinese,HR,Singapore,
2095,Ma'e,Dependent account,34.0,31-40,Chinese,Product,Singapore,sINGAPORé
2096,Ma…e,Dependent account,15.0,11-20,,bUSINESS,sINGAPORü,
2097,FFemale,Main account,38.0,,Chinese,Business,Singapore,Singapore
2098,Male,Dependent account,38.0,31-40,Chinese,Business,Singapore,Singapore 
2099,Male,Dependent account,33.0,31-40,Chinese,Product,Singapore,Singapore
2100,male,Dependentaccount,29.0,21-30,Chinese,HR,Singapore,Singaüore
2101,Female,Dependent account,10.0,0-10,,Business,Singapore,
2102,Female,Dependent account,29.0, 21-30,,HR,s…NGAPORE,Si®gapore
2103,Female,,74.0,60+,CHINESE,Business,Singapore,SINGAPORE
2104,,Dependentaccount ,41.0,41-50,,Business,Singapore,Singapore
2105,Female,Main account,54.0,51-60,Chinese,Business,Singapore,Singapore
2106,Female,Dependent account,53.0,51-60, Chinese,Business,Singapore,Singapore
2107,Female ,Main account,32.0,31-40,Indian,Business ,India,Singapore
2108,Female,Main account,27.0,213-0,Malay,üR,Singapore,Hong Kong
2109,Male,,35.0,1-40,Chinese,™R,India,
2110, Male, Main account,34.0,31-40,Chinese,—R,Singapore,Singapo™e 
2111,Female,Méin account,34.0,,Chinese,Product,Singapore,Singapore
2112,Female,Dependent account,37.0,31ü40,Others,Business,China,Hoñg Kong
2113,Male,,40.0,,Chinese,Business,Singapore,Singapore
2114,Male,Dependent account,26.0,21-30,Chiese,Product,Singapore,S–ngapore
2115,Femyle,,33.0,31-40,Chinese,Business,Sinñapore,Singpaore
2116,Male,main account,31.0,31-40,cHINESE,Product,Singapore,
2117,Female,,70.0,60+,Chinese,Product,Singapore,Singapore
2118,Male,Dependent account,58.0,51-60,Chines—,Product , Singapore,Singopore
2119,Male,Dependent account,58.0,51-60,Chineüe,Product,Singapore,
2120,Male,Main account,45.0,41-50,Ma–ay,HR,—ingapore,Singapore
2121,Female,Main account,41.0,,Chinese,pRODUCT,Singapore,Sincapore
2122,female,Main account ,62.0,60+,Malay,Product,Singapoze,Singapore
2123,Female,Dependentaccount,39.0,31-40,chinese,Business ,Singapore,Singapore
2124,Female,Dependent account,17.0,11-20,Chinese,Product,Singapore,Singapore
2125,Male,Dependent account,15.0,11-20,Chinese,Productü,Singapore,Singapore
2126,Femal™,Mainaccoutt,20.0,11-20,Chinese,,Singapore,Singapore
2127,Male,,37.0,31-40,"Ch""nese",,Singapore,Singapore
2128,Male,Dependent account,52.0,5'-60,M®lay,Produc™,Singapore,China
2129,Fmeale,Dependent account,65.0,60+,Chinese,Product,,Singapore
2130,Male,,27.0,21-30,Chinese,Business,Singapore,Singapore
2131,Male,Dependent account,37.0, 31-ü0,Chinese,HR,Singapore,Singapore
2132,Female,,38.0,31-40,,,Singapore,
2133,Female,Dependent account,6.0,0-10,Malay,Business,Singapore,Singapore
